"rank","player_name.x","nation","position.x","current_club.x","age","dob","matches_played","starts","minutes","X90s","goals_12","assists_13","goals_assists_14","goals_PK_15","penalty_goals","penalty_attempts","yellow_cards","red_cards","goals_20","assists_21","GA_22","goals_PK_23","goals_assists_minus_PK","matches","season2","goals_against","goals_against_per_90","shots_on_target_against","saves","save_percentage_31","wins","draws","losses","clean_sheets","CS.","penalties_against","penalty_saves","penalty_misses","save_percentage_40","transfermarkt_id.x","transfermarkt_url","fbref_url","player_name.x.x","transfermarkt_id.y","first_tier_debut_date","first_tier_debut_age","first_tier_debut_age.1","first_tier_debut_competition","second_tier_debut_date","second_tier_debut_age","second_tier_debut_age.1","second_tier_debut_competition","debut_age_transfermarket","explanation.x","player_name.y","status","transfermarkt_id.x.x","player_slug","home_name","dob_age.x","current","place_birth.x","height.x","citizenship.x","position.x.x","foot.x","agent","current_club","joined","contract_expires","outfitter","injury_count_total","days_missed_total","games_missed_total","retired","retirement_date","shirt_number","injury_seasons","explanation.y","transfermarkt_id.y.y","player_name.x.x.x","name_home_country","dob_age.y","place_birth.y","height.y","citizenship.y","position.y","foot.y","debut_season","debut_age","first_club","debut_year","explanation","nantional_team","player_name.y.y","matches_national","minutes_national","goals_national","seasons_national","total_matches_club","total_minutes_club","total_goals_club","seasons_club","clubs_club","player_name","deceased","death_date","death_age","total_matches_total","total_minutes_total","total_goals_total","position_clean","position_simple","age_current","retirement_date_clean","retirement_age","career_length"
276,"Stephen Kelly","ie IRL","DF","Fulham",28,1983-09-06,2,0,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12125,"https://www.transfermarkt.com/stephen-kelly/profil/spieler/12125","https://fbref.com/en/players/4d7dd756/Stephen-Kelly","Stephen Kelly",12125,"28/12/2003","20 years 03 months 22 days","20","Premier League","27/09/2003","20","20","First Division (until 03/04)",20,"first scrap players","Stephen Kelly","Success",12125,"spieler","Stephen Kelly","6/9/1983",42,"Dublin","1,84 m","Ireland","Defender - Right-Back","right",NA,"Rotherham","1/7/2017","-",NA,4,61,12,"Yes","1/7/2017",NA,3,"first scrap players transfer",12125,"Stephen Kelly",NA,"6-Sep-83",NA,184,"Republic of Ireland","DF (FB, right)","Right","2002-2003","18 years","QPR",2002,"first scrap players fbref","Yes","Stephen Kelly",14,1090,0,4,292,23469,3,15,9,"Stephen Kelly","No","Not found",NA,306,24559,3,"Defender - Right-Back","Defender",42,2017-07-01,33,13
277,"Michael Kightly","eng ENG","FW,MF","Stoke City",26,1986-01-24,22,14,1190,13.2,3,1,4,3,0,0,2,0,0.23,0.08,0.3,0.23,0.3,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25366,"https://www.transfermarkt.com/michael-kightly/profil/spieler/25366","https://fbref.com/en/players/26e5c484/Michael-Kightly","Michael Kightly",25366,"20/09/2009","23 years 07 months 27 days","23","Premier League","2/12/2006","20","20","Championship",20,"first scrap players","Michael Kightly","Success",25366,"spieler","Michael Kightly","24/01/1986",39,"Basildon","1,73 m","England","Attack - Left Winger","right",NA,"Rushall","1/7/2021","-",NA,2,233,33,"Yes","1/7/2021",NA,1,"first scrap players transfer",25366,"Michael Kightly",NA,"24-Jan-86",NA,175,"England eng","FW-MF (WM, left)","Right","2002-2003","16 years","Southend United",2002,"first scrap players fbref","No",NA,NA,NA,NA,NA,342,22508,57,16,7,"Michael Kightly","No","Not found",NA,342,22508,57,"Attack - Left Winger","Attack",39,2021-07-01,35,15
278,"Matthew Kilgallon","eng ENG","DF","Sunderland",28,1984-01-08,6,6,511,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4095,"https://www.transfermarkt.com/matthew-kilgallon/profil/spieler/4095","https://fbref.com/en/players/7c6a3c44/Matthew-Kilgallon","Matthew Kilgallon",4095,"8/2/2003","19 years 01 month 00 days","19","Premier League","30/08/2003","19","19","First Division (until 03/04)",19,"first scrap players","Matthew Kilgallon","Success",4095,"spieler","Matthew Kilgallon","8/1/1984",41,"York","1,85 m","England","Defender - Centre-Back",NA,NA,"Buxton","7/10/2021","-",NA,0,0,0,"Yes","7/10/2021",NA,0,"first scrap players transfer",4095,"Matthew Kilgallon",NA,"8-Jan-84",NA,185,"England eng","DF (CB-FB)","Right","2002-2003","18 years","Leeds United",2002,"first scrap players fbref","No",NA,NA,NA,NA,NA,387,32633,15,18,10,"Matthew Kilgallon","No","Not found",NA,387,32633,15,"Defender - Centre-Back","Defender",41,2021-10-07,37,18
279,"Billy Knott","eng ENG","MF","Sunderland",19,1992-11-28,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133392,"https://www.transfermarkt.com/billy-knott/profil/spieler/133392","https://fbref.com/en/players/49809c96/Billy-Knott","Billy Knott",133392,"19/05/2013","20 years 05 months 21 days","20","Premier League","No second tier career","No second tier career","No second tier career","No second tier career",20,"first scrap players","Billy Knott","Success",133392,"spieler","Billy Knott","28/11/1992",32,"Canvey Island","1,73 m","England","Midfield - Central Midfield","left",NA,"Hullbridge","1/7/2025","-","Nike",0,0,0,"No",NA,NA,0,"first scrap players transfer",133392,"Billy Knott",NA,"28-Nov-92",NA,173,"England eng","MF","Right","2011-2012","18 years","AFC Wimbledon",2011,"first scrap players fbref","No",NA,NA,NA,NA,NA,211,13985,25,7,9,"Billy Knott","No","Not found",NA,211,13985,25,"Midfield - Central Midfield","Midfield",33,NA,NA,13
280,"Aleksandar Kolarov","rs SRB","DF","Manchester City",26,1985-11-10,20,11,1056,11.7,1,2,3,1,0,0,5,0,0.09,0.17,0.26,0.09,0.26,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46156,"https://www.transfermarkt.com/aleksandar-kolarov/profil/spieler/46156","https://fbref.com/en/players/eda40760/Aleksandar-Kolarov","Aleksandar Kolarov",46156,"7/8/2004","18 years 08 months 28 days","18","Linglong Tire Super liga Srbije","No second tier career","No second tier career","No second tier career","No second tier career",18,"first scrap players","Aleksandar Kolarov","Success",46156,"spieler","Aleksandar Kolarov","10/11/1985",40,"Belgrade","1,87 m","Serbia","Defender - Left-Back","left",NA,"Inter","1/7/2022","-","Puma",13,239,42,"Yes","1/7/2022",NA,6,"first scrap players transfer",46156,"Aleksandar Kolarov",NA,"10-Nov-85",NA,187,"Serbia","DF (FB, left)","Left","2007-2008","21 years","Lazio",2007,"first scrap players fbref","Yes","Aleksandar Kolarov",68,5816,11,11,451,34341,40,15,4,"Aleksandar Kolarov","No","Not found",NA,519,40157,51,"Defender - Left-Back","Defender",40,2022-07-01,36,18
281,"Vincent Kompany","be BEL","DF","Manchester City",26,1986-04-10,26,26,2237,24.9,1,0,1,1,0,0,3,1,0.04,0,0.04,0.04,0.04,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9594,"https://www.transfermarkt.com/vincent-kompany/profil/spieler/9594","https://fbref.com/en/players/d2bff301/Vincent-Kompany","Vincent Kompany",9594,"9/8/2003","17 years 03 months 30 days","17","Jupiler Pro League","No second tier career","No second tier career","No second tier career","No second tier career",17,"first scrap players","Vincent Kompany","Success",9594,"spieler","Vincent Kompany","10/4/1986",39,"Uccle","1,90 m","Belgium  DR Congo","Defender - Centre-Back","right",NA,"RSC Anderlecht","17/08/2020","-","Puma",35,1437,248,"Yes","17/08/2020",NA,14,"first scrap players transfer",9594,"Vincent Kompany",NA,"10-Apr-86",NA,193,"Belgium","DF (CB)","Right","2003-2004","17 years","Anderlecht",2003,"first scrap players fbref","Yes","Vincent Kompany",66,5348,3,10,471,39245,29,17,3,"Vincent Kompany","No","Not found",NA,537,44593,32,"Defender - Centre-Back","Defender",39,2020-08-17,34,17
282,"Arouna Koné","ci CIV","FW","Wigan Athletic",28,1983-11-11,34,32,2930,32.6,11,5,16,11,0,0,0,0,0.34,0.15,0.49,0.34,0.49,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8552,"https://www.transfermarkt.com/arouna-kon/profil/spieler/8552","https://fbref.com/en/players/f9a72ca4/Arouna-Kone","Arouna Koné",8552,"10/8/2002","18 years 08 months 30 days","18","Jupiler Pro League","No second tier career","No second tier career","No second tier career","No second tier career",18,"first scrap players","Arouna Koné","Success",8552,"spieler","Arouna Koné","11/11/1983",42,"Anyama","1,81 m","Cote d'Ivoire","Attack - Centre-Forward","right",NA,"VK Weerde","1/1/2023","-",NA,9,795,128,"Yes","1/1/2023",NA,8,"first scrap players transfer",8552,"Arouna Koné",NA,"11-Nov-83",NA,182,"Côte d'Ivoire","FW","Right","2003-2004","19 years","Roda JC",2003,"first scrap players fbref","Yes","Arouna Koné",5,282,0,3,434,26940,122,18,8,"Arouna Koné","No","Not found",NA,439,27222,122,"Attack - Centre-Forward","Attack",42,2023-01-01,39,21
283,"Laurent Koscielny","fr FRA","DF","Arsenal",26,1985-09-10,25,20,1676,18.6,2,1,3,2,0,0,1,1,0.11,0.05,0.16,0.11,0.16,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76277,"https://www.transfermarkt.com/laurent-koscielny/profil/spieler/76277","https://fbref.com/en/players/f5efb153/Laurent-Koscielny","Laurent Koscielny",76277,"9/8/2009","23 years 10 months 30 days","23","Ligue 1","1/11/2004","19","19","Ligue 2",19,"first scrap players","Laurent Koscielny","Success",76277,"spieler","Laurent Koscielny","10/9/1985",40,"Tulle","1,86 m","France  Poland","Defender - Centre-Back","right",NA,"G. Bordeaux","31/01/2022","-","Nike",23,585,90,"Yes","31/01/2022",NA,10,"first scrap players transfer",76277,"Laurent Koscielny",NA,"10-Sep-85",NA,186,"France","DF (CB)","Right","2009-2010","23 years","Lorient",2009,"first scrap players fbref","Yes","Laurent Koscielny",43,3640,1,6,428,36259,27,13,3,"Laurent Koscielny","No","Not found",NA,471,39899,28,"Defender - Centre-Back","Defender",40,2022-01-31,36,17
284,"Tim Krul","nl NED","GK","Newcastle Utd",24,1988-04-03,24,24,2126,23.6,0,1,1,0,0,0,0,0,0,0.04,0.04,0,0.04,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33027,"https://www.transfermarkt.com/tim-krul/profil/spieler/33027","https://fbref.com/en/players/f23f9d20/Tim-Krul","Tim Krul",33027,"18/09/2010","22 years 05 months 15 days","22","Premier League","8/8/2009","21","21","Championship",21,"first scrap players","Tim Krul","Success",33027,"spieler","Tim Krul","3/4/1988",37,"Den Haag","1,93 m","Netherlands","Goalkeeper","left",NA,"Luton","23/09/2025","-","Nike",10,805,136,"Yes","23/09/2025",NA,7,"first scrap players transfer",33027,"Tim Krul",NA,"3-Apr-88",NA,193,"Netherlands","GK","Left","2007-2008","19 years","Falkirk",2007,"first scrap players fbref","Yes","Tim Krul",11,891,0,9,405,36286,0,18,8,"Tim Krul","No","Not found",NA,416,37177,0,"Goalkeeper","Goalkeeper",37,2025-09-23,37,16
285,"Adam Lallana","eng ENG","FW,MF","Southampton",24,1988-05-10,30,26,2229,24.8,3,5,8,3,0,0,2,0,0.12,0.2,0.32,0.12,0.32,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43530,"https://www.transfermarkt.com/adam-lallana/profil/spieler/43530","https://fbref.com/en/players/99813635/Adam-Lallana","Adam Lallana",43530,"19/08/2012","24 years 03 months 09 days","24","Premier League","26/08/2006","18","18","Championship",18,"first scrap players","Adam Lallana","Success",43530,"spieler","Adam Lallana","10/5/1988",37,"St Albans","1,72 m","England","Midfield - Attacking Midfield","both",NA,"Southampton","1/7/2025","-","Puma",26,817,141,"Yes","1/7/2025",NA,11,"first scrap players transfer",43530,"Adam Lallana",NA,"10-May-88",NA,173,"England eng","FW-MF (AM-CM-WM)","Right","2006-2007","18 years","Southampton",2006,"first scrap players fbref","Yes","Adam Lallana",32,1814,3,5,539,35016,74,20,4,"Adam Lallana","No","Not found",NA,571,36830,77,"Midfield - Attacking Midfield","Attack",37,2025-07-01,37,19
286,"Roland Lamah","be BEL","FW,MF","Swansea City",24,1987-12-31,5,1,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35035,"https://www.transfermarkt.com/roland-lamah/profil/spieler/35035","https://fbref.com/en/players/336a36fb/Roland-Lamah","Roland Lamah",35035,"5/8/2006","18 years 07 months 05 days","18","Jupiler Pro League","18/01/2004","16","16","Challenger Pro League",16,"first scrap players","Roland Lamah","Success",35035,"spieler","Roland Lamah","31/12/1987",37,"Abidjan","1,80 m","Belgium  Cote d'Ivoire","Attack - Left Winger","left",NA,"Memphis 901","1/12/2021","-",NA,1,6,1,"Yes","1/12/2021",NA,1,"first scrap players transfer",35035,"Roland Lamah",NA,"31-Dec-87",NA,180,"Belgium be  Other: Côte d'Ivoire","FW-MF (WM, left)","Left","2006-2007","18 years","Anderlecht",2006,"first scrap players fbref","Yes","Roland Lamah",3,178,0,1,349,22156,62,14,9,"Roland Lamah","No","Not found",NA,352,22334,62,"Attack - Left Winger","Attack",37,2021-12-01,33,17
287,"Rickie Lambert","eng ENG","FW","Southampton",30,1982-02-16,38,35,3126,34.7,15,5,20,12,3,3,2,0,0.43,0.14,0.58,0.35,0.49,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49655,"https://www.transfermarkt.com/rickie-lambert/profil/spieler/49655","https://fbref.com/en/players/495de82c/Rickie-Lambert","Rickie Lambert",49655,"19/08/2012","30 years 06 months 03 days","30","Premier League","6/8/2011","29","29","Championship",29,"first scrap players","Rickie Lambert","Success",49655,"spieler","Rickie Lambert","16/02/1982",43,"Kirkby","1,87 m","England","Attack - Centre-Forward","right",NA,"Cardiff","2/10/2017","-","adidas",0,0,0,"Yes","2/10/2017",NA,0,"first scrap players transfer",49655,"Rickie Lambert",NA,"16-Feb-82",NA,187,"England eng","FW","Right","2002-2003","20 years","Stockport",2002,"first scrap players fbref","Yes","Rickie Lambert",9,281,2,2,578,44053,210,15,7,"Rickie Lambert","No","Not found",NA,587,44334,212,"Attack - Centre-Forward","Attack",43,2017-10-02,35,6
288,"Frank Lampard","eng ENG","MF","Chelsea",34,1978-06-20,29,21,1904,21.2,15,1,16,10,5,6,2,0,0.71,0.05,0.76,0.47,0.52,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3163,"https://www.transfermarkt.com/frank-lampard/profil/spieler/3163","https://fbref.com/en/players/268df6b1/Frank-Lampard","Frank Lampard",3163,"31/01/1996","17 years 07 months 11 days","17","Premier League","No second tier career","No second tier career","No second tier career","No second tier career",17,"first scrap players","Frank Lampard","Success",3163,"spieler","Frank Lampard","20/06/1978",47,"London","1,84 m","England","Midfield - Central Midfield","right",NA,"New York City","2/2/2017","-",NA,14,397,93,"Yes","2/2/2017",NA,10,"first scrap players transfer",3163,"Frank Lampard",NA,"20-Jun-78",NA,184,"England eng","MF","Both","1995-1996","17 years","West Ham",1995,"first scrap players fbref","Yes","Frank Lampard",57,4607,19,6,763,61143,220,22,4,"Frank Lampard","No","Not found",NA,820,65750,239,"Midfield - Central Midfield","Midfield",47,2017-02-02,38,21
289,"Sebastian Larsson","se SWE","MF","Sunderland",27,1985-06-06,38,36,2977,33.1,1,3,4,1,0,0,5,0,0.03,0.09,0.12,0.03,0.12,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31720,"https://www.transfermarkt.com/sebastian-larsson/profil/spieler/31720","https://fbref.com/en/players/b26efc36/Sebastian-Larsson","Sebastian Larsson",31720,"1/2/2006","20 years 07 months 26 days","20","Premier League","5/8/2006","21","21","Championship",20,"first scrap players","Sebastian Larsson","Success",31720,"spieler","Sebastian Larsson","6/6/1985",40,"Eskilstuna","1,78 m","Sweden","Midfield - Central Midfield","right",NA,"AIK","1/1/2023","-","Nike",2,110,20,"Yes","1/1/2023",NA,2,"first scrap players transfer",31720,"Sebastian Larsson",NA,"6-Jun-85",NA,178,"Sweden","MF (CM-DM-WM, right)","Right","2005-2006","20 years","Arsenal",2005,"first scrap players fbref","Yes","Sebastian Larsson",105,7370,8,13,535,40932,55,18,5,"Sebastian Larsson","No","Not found",NA,640,48302,63,"Midfield - Central Midfield","Midfield",40,2023-01-01,37,17
290,"Adam le Fondre","eng ENG","FW","Reading",25,1986-12-02,34,11,1514,16.8,12,1,13,9,3,3,3,0,0.71,0.06,0.77,0.54,0.59,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46106,"https://www.transfermarkt.com/adam-le-fondre/profil/spieler/46106","https://fbref.com/en/players/f3a77fec/Adam-le-Fondre","Adam le Fondre",46106,"18/08/2012","25 years 08 months 16 days","25","Premier League","10/9/2011","24","24","Championship",24,"first scrap players","Adam le Fondre","Success",46106,"spieler","Adam Le Fondre","2/12/1986",38,"Stockport","1,80 m","England  France","Attack - Centre-Forward","right",NA,"FC United","1/8/2024","-",NA,3,128,20,"No",NA,NA,3,"first scrap players transfer",46106,"Adam le Fondre",NA,"2-Dec-86",NA,177,NA,"FW","Right","2004-2005","17 years","Stockport",2004,"first scrap players fbref","No",NA,NA,NA,NA,NA,642,40907,245,20,11,"Adam le Fondre","No","Not found",NA,642,40907,245,"Attack - Centre-Forward","Attack",39,NA,NA,15
291,"Mikele Leigertwood","ag ATG","DF,MF","Reading",29,1982-11-12,30,29,2645,29.4,1,0,1,1,0,0,3,0,0.03,0,0.03,0.03,0.03,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14041,"https://www.transfermarkt.com/mikele-leigertwood/profil/spieler/14041","https://fbref.com/en/players/3cd9228b/Mikele-Leigertwood","Mikele Leigertwood",14041,"6/11/2004","21 years 11 months 25 days","21","Premier League","21/04/2002","19","19","First Division (until 03/04)",19,"first scrap players","Mikele Leigertwood","Success",14041,"spieler","Mikele Leigertwood","12/11/1982",43,"Enfield","1,88 m","Antigua and Barbuda  England","Midfield - Defensive Midfield","both",NA,"Reading","1/7/2014","-",NA,0,0,0,"Yes","1/7/2014",NA,0,"first scrap players transfer",14041,"Mikele Leigertwood",NA,"12-Nov-82",NA,188,"Antigua and Barbuda ag  Other: England","DF-MF (DM)",NA,"2002-2003","19 years","Wimbledon",2002,"first scrap players fbref","Yes","Mikele Leigertwood",5,450,0,1,363,28659,22,12,5,"Mikele Leigertwood","No","Not found",NA,368,29109,22,"Midfield - Defensive Midfield","Midfield",43,2014-07-01,31,12
292,"Lucas Leiva","br BRA","MF","Liverpool",25,1987-01-09,26,24,1942,21.6,0,1,1,0,0,0,6,0,0,0.05,0.05,0,0.05,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41414,"https://www.transfermarkt.com/lucas-leiva/profil/spieler/41414","https://fbref.com/en/players/4c78b5ed/Lucas-Leiva","Lucas Leiva",41414,"16/04/2006","19 years 03 months 07 days","19","Campeonato Brasileiro Série A","23/07/2022","35","35","",19,"first scrap players","Lucas Leiva","Success",41414,"spieler","Lucas Leiva","9/1/1987",38,"Dourados","1,79 m","Brazil  Italy","Midfield - Defensive Midfield","right",NA,"Grêmio","17/03/2023","-","Nike",19,774,131,"Yes","17/03/2023",NA,11,"first scrap players transfer",41414,"Lucas Leiva",NA,"9-Jan-87",NA,179,"Brazil","MF (CM-DM)","Right","2007-2008","20 years","Liverpool",2007,"first scrap players fbref","No",NA,NA,NA,NA,NA,534,36696,12,16,3,"Lucas Leiva","No","Not found",NA,534,36696,12,"Midfield - Defensive Midfield","Midfield",38,2023-03-17,36,17
293,"Aaron Lennon","eng ENG","FW,MF","Tottenham",25,1987-04-16,34,33,2821,31.3,4,7,11,4,0,0,1,0,0.13,0.22,0.35,0.13,0.35,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14221,"https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221","https://fbref.com/en/players/2ff964a0/Aaron-Lennon","Aaron Lennon",14221,"23/08/2003","16 years 04 months 07 days","16","Premier League","29/08/2004","17","17","Championship",16,"first scrap players","Aaron Lennon","Success",14221,"spieler","Aaron Lennon","16/04/1987",38,"Chapeltown","1,65 m","England  Ireland","Attack - Right Winger","right",NA,"Burnley","15/11/2022","-",NA,8,373,79,"Yes","15/11/2022",NA,7,"first scrap players transfer",14221,"Aaron Lennon",NA,"16-Apr-87",NA,165,"England eng","FW-MF (AM-WM, right)","Right","2003-2004","16 years","Leeds United",2003,"first scrap players fbref","Yes","Aaron Lennon",14,751,0,4,555,37723,40,19,5,"Aaron Lennon","No","Not found",NA,569,38474,40,"Attack - Right Winger","Attack",38,2022-11-15,35,19
294,"Joleon Lescott","eng ENG","DF","Manchester City",29,1982-08-16,26,17,1551,17.2,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4241,"https://www.transfermarkt.com/joleon-lescott/profil/spieler/4241","https://fbref.com/en/players/62393d3b/Joleon-Lescott","Joleon Lescott",4241,"19/08/2006","24 years 03 days","24","Premier League","13/08/2000","17","17","",17,"first scrap players","Joleon Lescott","Success",4241,"spieler","Joleon Lescott","16/08/1982",43,"Birmingham","1,91 m","England","Defender - Centre-Back","left",NA,"Sunderland","1/7/2017","-",NA,4,187,39,"Yes","1/7/2017",NA,3,"first scrap players transfer",4241,"Joleon Lescott",NA,"16-Aug-82",NA,188,"England eng","DF (CB)","Left","2001-2002","18 years","Wolves",2001,"first scrap players fbref","Yes","Joleon Lescott",16,1413,1,4,502,43590,36,15,7,"Joleon Lescott","No","Not found",NA,518,45003,37,"Defender - Centre-Back","Defender",43,2017-07-01,34,17
295,"Eric Lichaj","us USA","DF","Aston Villa",23,1988-11-17,17,9,1140,12.7,0,1,1,0,0,0,6,0,0,0.08,0.08,0,0.08,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61575,"https://www.transfermarkt.com/eric-lichaj/profil/spieler/61575","https://fbref.com/en/players/7636a420/Eric-Lichaj","Eric Lichaj",61575,"10/11/2010","21 years 11 months 24 days","21","Premier League","12/2/2011","22","22","Championship",21,"first scrap players","Eric Lichaj","Success",61575,"spieler","Eric Lichaj","17/11/1988",37,"Downers Grove, Illinois","1,80 m","United States  Poland","Defender - Right-Back","right",NA,"Karagümrük","1/7/2021","-",NA,1,36,5,"Yes","1/7/2021",NA,1,"first scrap players transfer",61575,"Eric Lichaj",NA,"17-Nov-88",NA,180,"United States","DF (FB, right)","Right","2009-2010","20 years","Leyton Orient",2009,"first scrap players fbref","Yes","Eric Lichaj",6,394,1,3,331,27377,8,12,7,"Eric Lichaj","No","Not found",NA,337,27771,9,"Defender - Right-Back","Defender",37,2021-07-01,32,11
296,"Anders Lindegaard","dk DEN","GK","Manchester Utd",28,1984-04-13,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22491,"https://www.transfermarkt.com/anders-lindegaard/profil/spieler/22491","https://fbref.com/en/players/636f1a28/Anders-Lindegaard","Anders Lindegaard",22491,"19/11/2006","22 years 07 months 06 days","22","Superligaen","3/9/2008","24","24","1.Division",22,"first scrap players","Anders Lindegaard","Success",22491,"spieler","Anders Lindegaard","13/04/1984",41,"Dyrup","1,93 m","Denmark","Goalkeeper","right",NA,"Helsingborgs IF","1/1/2023","-",NA,4,152,36,"Yes","1/1/2023",NA,4,"first scrap players transfer",22491,"Anders Lindegaard",NA,"13-Apr-84",NA,193,"Denmark","GK","Right","2006-2007","22 years","Odense",2006,"first scrap players fbref","Yes","Anders Lindegaard",3,239,0,3,169,14937,0,14,6,"Anders Lindegaard","No","Not found",NA,172,15176,0,"Goalkeeper","Goalkeeper",41,2023-01-01,38,16
