player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,explanation
Ashley Westwood,91317,https://www.transfermarkt.com/ashley-westwood/profil/spieler/91317,15/09/2012,22 years 05 months 14 days,22,Premier League,7/8/2016,26,26,Championship,22,first scrap players
Steven Whittaker,12704,https://www.transfermarkt.com/steven-whittaker/profil/spieler/12704,3/8/2002,18 years 01 month 18 days,18,,10/8/2014,30,30,Championship,18,first scrap players
Derrick Williams,128287,https://www.transfermarkt.com/derrick-williams/profil/spieler/128287,1/12/2012,19 years 10 months 14 days,19,Premier League,8/8/2015,22,22,Championship,19,first scrap players
Andre Wisdom,128912,https://www.transfermarkt.com/andre-wisdom/profil/spieler/128912,29/09/2012,19 years 04 months 20 days,19,Premier League,26/10/2013,20,20,Championship,19,first scrap players
Claudio Yacob,45330,https://www.transfermarkt.com/claudio-yacob/profil/spieler/45330,11/3/2007,19 years 07 months 21 days,19,Torneo Final,3/11/2018,31,31,Championship,19,first scrap players
Mapou Yanga-Mbiwa,57480,https://www.transfermarkt.com/mapou-yanga-mbiwa/profil/spieler/57480,8/8/2009,20 years 02 months 24 days,20,Ligue 1,23/02/2007,17,17,Ligue 2,17,first scrap players
Maya Yoshida,81789,https://www.transfermarkt.com/maya-yoshida/profil/spieler/81789,3/5/2007,18 years 08 months 09 days,18,J1 League,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players
Chuba Akpom,197642,https://www.transfermarkt.com/chuba-akpom/profil/spieler/197642,14/09/2013,17 years 11 months 05 days,17,Premier League,3/4/2015,19,19,Championship,17,first scrap players
Jozy Altidore,39378,https://www.transfermarkt.com/jozy-altidore/profil/spieler/39378,9/9/2006,16 years 10 months 03 days,16,Major League Soccer,No second tier career,No second tier career,No second tier career,No second tier career,16,first scrap players
Morgan Amalfitano,39883,https://www.transfermarkt.com/morgan-amalfitano/profil/spieler/39883,6/8/2006,21 years 04 months 17 days,21,Ligue 1,14/01/2004,18,18,Ligue 2,18,first scrap players
Jordi Amat,85289,https://www.transfermarkt.com/jordi-amat/profil/spieler/85289,24/01/2010,17 years 10 months 03 days,17,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Fernando Amorebieta,35548,https://www.transfermarkt.com/fernando-amorebieta/profil/spieler/35548,7/1/2006,20 years 09 months 09 days,20,LaLiga,17/09/2014,29,29,Championship,20,first scrap players
Pablo Armero,73786,https://www.transfermarkt.com/pablo-armero/profil/spieler/73786,17/05/2009,22 years 06 months 15 days,22,Campeonato Brasileiro Série A,7/6/2019,32,32,Campeonato Brasileiro Série B,22,first scrap players
Adam Armstrong,250426,https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426,15/03/2014,17 years 01 month 05 days,17,Premier League,5/8/2016,19,19,Championship,17,first scrap players
Marko Arnautović,41384,https://www.transfermarkt.com/marko-arnautovi/profil/spieler/41384,14/04/2007,17 years 11 months 26 days,17,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Iago Aspas,72047,https://www.transfermarkt.com/iago-aspas/profil/spieler/72047,18/08/2012,25 years 17 days,25,LaLiga,8/6/2008,20,20,Segunda División,20,first scrap players
El-Hadji Ba,169090,https://www.transfermarkt.com/el-hadji-ba/profil/spieler/169090,11/5/2014,21 years 02 months 06 days,21,Premier League,24/02/2012,18,18,Ligue 2,18,first scrap players
Leandro Bacuna,126014,https://www.transfermarkt.com/leandro-bacuna/profil/spieler/126014,30/08/2009,18 years 09 days,18,VriendenLoterij Eredivisie,7/8/2016,24,24,Championship,18,first scrap players
Nabil Bentaleb,245537,https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537,22/12/2013,19 years 28 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Saido Berahino,128897,https://www.transfermarkt.com/saido-berahino/profil/spieler/128897,1/9/2013,20 years 28 days,20,Premier League,2/10/2012,19,19,Championship,19,first scrap players
Thievy Bifouma,181477,https://www.transfermarkt.com/thievy-bifouma/profil/spieler/181477,13/03/2011,18 years 10 months 00 days,18,LaLiga,8/9/2012,20,20,Segunda División,18,first scrap players
Derek Boateng,18091,https://www.transfermarkt.com/derek-boateng/profil/spieler/18091,19/09/1999,16 years 04 months 17 days,16,Stoiximan Super League,3/4/2016,32,32,NASL Spring Championship,16,first scrap players
Yannick Bolasie,75471,https://www.transfermarkt.com/yannick-bolasie/profil/spieler/75471,27/08/2007,18 years 03 months 03 days,18,Premier League,13/02/2010,20,20,Championship,18,first scrap players
Wilfried Bony,81808,https://www.transfermarkt.com/wilfried-bony/profil/spieler/81808,2/8/2008,19 years 07 months 23 days,19,Fortuna Liga,6/9/2008,19,19,Chance Narodni Liga,19,first scrap players
Marco Borriello,5825,https://www.transfermarkt.com/marco-borriello/profil/spieler/5825,21/09/2002,20 years 03 months 03 days,20,Serie A,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players
George Boyd,45623,https://www.transfermarkt.com/george-boyd/profil/spieler/45623,18/08/2013,27 years 10 months 16 days,27,Premier League,8/8/2009,23,23,Championship,23,first scrap players
Robbie Brady,128229,https://www.transfermarkt.com/robbie-brady/profil/spieler/128229,18/08/2013,21 years 07 months 04 days,21,Premier League,5/8/2011,19,19,Championship,19,first scrap players
Liam Bridcutt,40612,https://www.transfermarkt.com/liam-bridcutt/profil/spieler/40612,1/2/2014,24 years 08 months 24 days,24,Premier League,29/11/2008,19,19,Championship,19,first scrap players
Alex Bruce,37957,https://www.transfermarkt.com/alex-bruce/profil/spieler/37957,31/01/2006,21 years 04 months 03 days,21,Premier League,5/8/2006,21,21,Championship,21,first scrap players
Dan Burn,134270,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,18/01/2014,21 years 08 months 09 days,21,Premier League,3/8/2013,21,21,Championship,21,first scrap players
Jack Butland,128899,https://www.transfermarkt.com/jack-butland/profil/spieler/128899,1/1/2014,20 years 09 months 22 days,20,Premier League,18/08/2012,19,19,Championship,19,first scrap players
José Campaña,120095,https://www.transfermarkt.com/jos-campaa/profil/spieler/120095,28/08/2011,18 years 02 months 28 days,18,LaLiga,17/09/2014,21,21,Ledman Liga Pro,18,first scrap players
Étienne Capoue,63494,https://www.transfermarkt.com/tienne-capoue/profil/spieler/63494,8/12/2007,19 years 04 months 27 days,19,Ligue 1,21/10/2020,32,32,,19,first scrap players
João Carlos Teixeira,132214,https://www.transfermarkt.com/joo-carlos-teixeira/profil/spieler/132214,12/2/2014,21 years 25 days,21,Premier League,16/08/2014,21,21,Championship,21,first scrap players
Ondřej Čelůstka,70131,https://www.transfermarkt.com/ondej-elstka/profil/spieler/70131,10/5/2008,18 years 10 months 22 days,18,Fortuna Liga,29/08/2014,25,25,2.Bundesliga,18,first scrap players
Nacer Chadli,59631,https://www.transfermarkt.com/nacer-chadli/profil/spieler/59631,6/8/2010,21 years 04 days,21,VriendenLoterij Eredivisie,7/9/2007,18,18,Keuken Kampioen Divisie,18,first scrap players
Calum Chambers,215118,https://www.transfermarkt.com/calum-chambers/profil/spieler/215118,17/08/2013,18 years 06 months 28 days,18,Premier League,10/8/2024,29,29,,18,first scrap players
James Chester,73482,https://www.transfermarkt.com/james-chester/profil/spieler/73482,18/08/2013,24 years 06 months 26 days,24,Premier League,27/09/2009,20,20,Championship,20,first scrap players
Vlad Chiricheș,123261,https://www.transfermarkt.com/vlad-chiriche/profil/spieler/123261,31/07/2009,19 years 08 months 17 days,19,SuperLiga,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Aly Cissokho,57515,https://www.transfermarkt.com/aly-cissokho/profil/spieler/57515,22/08/2008,20 years 11 months 07 days,20,Liga Portugal,25/05/2007,19,19,Ligue 2,19,first scrap players
Larnell Cole,141650,https://www.transfermarkt.com/larnell-cole/profil/spieler/141650,9/2/2014,20 years 11 months 00 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players
Andreas Cornelius,203412,https://www.transfermarkt.com/andreas-cornelius/profil/spieler/203412,9/4/2012,19 years 24 days,19,Superligaen,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Don Cowie,14746,https://www.transfermarkt.com/don-cowie/profil/spieler/14746,4/8/2007,24 years 05 months 20 days,24,Scottish Premiership,5/5/2001,18,18,,18,first scrap players
Luke Daniels,45921,https://www.transfermarkt.com/luke-daniels/profil/spieler/45921,3/5/2008,20 years 03 months 28 days,20,Scottish Premiership,6/5/2018,30,30,Championship,20,first scrap players
Chris David,187285,https://www.transfermarkt.com/chris-david/profil/spieler/187285,11/5/2014,21 years 02 months 05 days,21,Premier League,6/2/2015,21,21,Keuken Kampioen Divisie,21,first scrap players
Kevin De Bruyne,88755,https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755,9/5/2009,17 years 10 months 11 days,17,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Damien Delaney,36861,https://www.transfermarkt.com/damien-delaney/profil/spieler/36861,13/08/2000,19 years 24 days,19,SSE Airtricity League Premier Division,15/11/2001,20,20,First Division (until 03/04),19,first scrap players
Moussa Dembélé,229004,https://www.transfermarkt.com/moussa-dembl/profil/spieler/229004,30/11/2013,17 years 04 months 18 days,17,Premier League,9/8/2014,18,18,Championship,17,first scrap players
Martín Demichelis,2963,https://www.transfermarkt.com/martn-demichelis/profil/spieler/2963,10/2/2002,21 years 01 month 21 days,21,Torneo Final,No second tier career,No second tier career,No second tier career,No second tier career,21,first scrap players
Gerard Deulofeu,129476,https://www.transfermarkt.com/gerard-deulofeu/profil/spieler/129476,29/10/2011,17 years 07 months 16 days,17,LaLiga,1/3/2011,16,16,Segunda División,16,first scrap players
Modibo Diakité,41749,https://www.transfermarkt.com/modibo-diakit/profil/spieler/41749,1/4/2007,20 years 30 days,20,Serie A,13/05/2006,19,19,Serie B,19,first scrap players
Andrea Dossena,21863,https://www.transfermarkt.com/andrea-dossena/profil/spieler/21863,18/11/2001,20 years 02 months 07 days,20,Serie A,14/09/2002,21,21,Serie B,20,first scrap players
Paul Dummett,170321,https://www.transfermarkt.com/paul-dummett/profil/spieler/170321,15/09/2012,20 years 11 months 20 days,20,Scottish Premiership,5/8/2016,24,24,Championship,20,first scrap players
Marvin Emnes,37787,https://www.transfermarkt.com/marvin-emnes/profil/spieler/37787,11/12/2005,17 years 06 months 14 days,17,VriendenLoterij Eredivisie,7/8/2009,21,21,Championship,17,first scrap players
Christian Eriksen,69633,https://www.transfermarkt.com/christian-eriksen/profil/spieler/69633,17/01/2010,17 years 11 months 03 days,17,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Samuel Eto'o,4257,https://www.transfermarkt.com/samuel-etoo/profil/spieler/4257,5/12/1998,17 years 08 months 25 days,17,LaLiga,30/08/1997,16,16,Segunda División,16,first scrap players
Leroy Fer,63342,https://www.transfermarkt.com/leroy-fer/profil/spieler/63342,2/12/2007,17 years 10 months 27 days,17,VriendenLoterij Eredivisie,16/08/2014,24,24,Championship,17,first scrap players
Fernandinho,26267,https://www.transfermarkt.com/fernandinho/profil/spieler/26267,6/4/2003,17 years 11 months 02 days,17,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Mathieu Flamini,17396,https://www.transfermarkt.com/mathieu-flamini/profil/spieler/17396,20/12/2003,19 years 09 months 13 days,19,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,19,first scrap players
Matty Fryatt,14013,https://www.transfermarkt.com/matty-fryatt/profil/spieler/14013,21/12/2013,27 years 09 months 16 days,27,Premier League,14/10/2003,17,17,First Division (until 03/04),17,first scrap players
Jay Fulton,171260,https://www.transfermarkt.com/jay-fulton/profil/spieler/171260,26/04/2014,20 years 25 days,20,Premier League,12/4/2011,17,17,Scottish Championship,17,first scrap players
Sam Gallagher,227183,https://www.transfermarkt.com/sam-gallagher/profil/spieler/227183,14/12/2013,18 years 02 months 29 days,18,Premier League,8/8/2015,19,19,Championship,18,first scrap players
Luke Garbutt,110860,https://www.transfermarkt.com/luke-garbutt/profil/spieler/110860,26/04/2014,20 years 11 months 05 days,20,Premier League,4/10/2015,22,22,Championship,20,first scrap players
Owen Garvan,33249,https://www.transfermarkt.com/owen-garvan/profil/spieler/33249,18/08/2013,25 years 06 months 20 days,25,Premier League,6/8/2005,17,17,Championship,17,first scrap players
Dwight Gayle,196522,https://www.transfermarkt.com/dwight-gayle/profil/spieler/196522,18/08/2013,23 years 10 months 01 day,23,Premier League,24/11/2012,23,23,Championship,23,first scrap players
Rudy Gestede,39908,https://www.transfermarkt.com/rudy-gestede/profil/spieler/39908,24/11/2007,19 years 01 month 14 days,19,Ligue 1,1/8/2008,19,19,Ligue 2,19,first scrap players
Emanuele Giaccherini,84835,https://www.transfermarkt.com/emanuele-giaccherini/profil/spieler/84835,28/08/2010,25 years 03 months 23 days,25,Serie A,24/08/2009,24,24,Serie B,24,first scrap players
Marco van Ginkel,147034,https://www.transfermarkt.com/marco-van-ginkel/profil/spieler/147034,9/4/2010,17 years 04 months 09 days,17,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Jack Grealish,203460,https://www.transfermarkt.com/jack-grealish/profil/spieler/203460,7/5/2014,18 years 07 months 27 days,18,Premier League,7/8/2016,20,20,Championship,18,first scrap players
John Guidetti,98596,https://www.transfermarkt.com/john-guidetti/profil/spieler/98596,19/04/2010,18 years 04 days,18,Allsvenskan,9/6/2008,16,16,Superettan,16,first scrap players
Aron Gunnarsson,63821,https://www.transfermarkt.com/aron-gunnarsson/profil/spieler/63821,10/2/2008,18 years 09 months 19 days,18,VriendenLoterij Eredivisie,9/8/2008,19,19,Championship,18,first scrap players
Rhys Healey,238185,https://www.transfermarkt.com/rhys-healey/profil/spieler/238185,25/08/2012,17 years 08 months 19 days,17,Cymru Premier,21/01/2017,22,22,Championship,17,first scrap players
Nicklas Helenius,102132,https://www.transfermarkt.com/nicklas-helenius/profil/spieler/102132,16/05/2010,19 years 08 days,19,Superligaen,5/2/2016,24,24,2.Bundesliga,19,first scrap players
Gary Hooper,42513,https://www.transfermarkt.com/gary-hooper/profil/spieler/42513,25/09/2010,22 years 07 months 30 days,22,Scottish Premiership,9/9/2006,18,18,Championship,18,first scrap players
Mark Hudson,3640,https://www.transfermarkt.com/mark-hudson/profil/spieler/3640,14/08/2004,22 years 04 months 15 days,22,Premier League,17/01/2004,21,21,First Division (until 03/04),21,first scrap players
Tom Ince,157368,https://www.transfermarkt.com/tom-ince/profil/spieler/157368,8/2/2014,22 years 09 days,22,Premier League,17/08/2011,19,19,Championship,19,first scrap players
Jo Inge Berget,73323,https://www.transfermarkt.com/jo-inge-berget/profil/spieler/73323,23/09/2007,17 years 12 days,17,Eliteserien,No second tier career,No second tier career,No second tier career,No second tier career,17,first scrap players
Eldin Jakupović,2857,https://www.transfermarkt.com/eldin-jakupovi/profil/spieler/2857,8/8/2004,19 years 10 months 06 days,19,Super League,21/12/2012,28,28,Championship,19,first scrap players
